definir_nombre_tournois 10
Bechri_Chiraz Gadecki_Olivia
Kovinic_Danka Hertel_Anna
Graham_Alexa Murta_Ines
Pulchartova_Laetitia Trevisan_Martina
Sabalenka_Aryna Prisacariu_Andreea
Meyer_Luisa Hennemann_Caijsa
Vroome_Indy Hosonuma_Chisa
Aney_Jessie Brengle_Madison
Zacarias_Marcela Williams_Venus
Zantedeschi_Aurora Bains_Naiktha
Payola_Julia Katic_Vlada
Bonaventure_Ysaline Ferro_Fiona
Vecic_Alexandra Herdzelas_Dea
Cascino_Estelle Pliskova_Karolina
Stearns_Peyton Hibino_Nao
Dentoni_Corinna Proctor_Lauren
Ganz_Fiona Muhammad_Asia
Yastremska_Dayana Olmos_Giuliana
KrejCikova_Barbora Fernandez_Leylah
Price_Gabriella Matviyenko_Lisa
Navarro_Emma Arakawa_Haruna
Cepede_Veronica Han_Na-lae
Raggi_Angelica Douglas_Ellie
Shoshyna_Anastasiya Kawaguchi_Natsumi
Yashina_Ekaterina Potapova_Anastasia
Kostyuk_Marta Lodikova_Daria
Vekic_Donna Ureke_Anna
Carrillo_Alba Korpatsch_Tamara
Giovine_Claudia Ostlund_Fanny
Andreescu_Bianca Leykina_Polina
Vangelova_Ani Pellicano_Helene
Volynets_Katie Papamichail_Despina
Shimizu_Ayano Linette_Magda
Bechri_Chiraz Werner_Caroline
Kovinic_Danka Graham_Alexa
Sabalenka_Aryna Pulchartova_Laetitia
Meyer_Luisa Vroome_Indy
Zacarias_Marcela Aney_Jessie
Payola_Julia Zantedeschi_Aurora
Vecic_Alexandra Bonaventure_Ysaline
Cascino_Estelle Stearns_Peyton
Ganz_Fiona Dentoni_Corinna
KrejCikova_Barbora Yastremska_Dayana
Navarro_Emma Price_Gabriella
Cepede_Veronica Raggi_Angelica
Shoshyna_Anastasiya Yashina_Ekaterina
Vekic_Donna Kostyuk_Marta
Giovine_Claudia Carrillo_Alba
Vangelova_Ani Andreescu_Bianca
Shimizu_Ayano Volynets_Katie
Kovinic_Danka Bechri_Chiraz
Sabalenka_Aryna Meyer_Luisa
Zacarias_Marcela Payola_Julia
Vecic_Alexandra Cascino_Estelle
Ganz_Fiona KrejCikova_Barbora
Navarro_Emma Cepede_Veronica
Vekic_Donna Shoshyna_Anastasiya
Vangelova_Ani Giovine_Claudia
Shimizu_Ayano Kovinic_Danka
Sabalenka_Aryna Zacarias_Marcela
Vecic_Alexandra Ganz_Fiona
Vekic_Donna Navarro_Emma
Vangelova_Ani Shimizu_Ayano
Vecic_Alexandra Sabalenka_Aryna
Vekic_Donna Vangelova_Ani
Vekic_Donna Vecic_Alexandra
affichage_matchs_tournoi New-York 2019
enregistrement_tournoi Melbourne 2020
Hontama_Mai Stearns_Peyton
Rosca_Andreea Erjavec_Veronika
Bencic_Belinda Christie_Freya
Korpatsch_Tamara Deichmann_Kathinka
Ozeki_Michika HoraCkova_Gabriela
Gamiz_Andrea Morgina_Anna
Gaspar_Ioana Tang_Qianhui
Ibbou_Ines Rosca_Christina
Hogenkamp_Richel Rogers_Shelby
Tomljanovic_Ajla Wagner_Stephanie
Bojovic_Jana Zantedeschi_Aurora
Vesnina_Elena Ghitescu_Andreea
Isaeva_Anhzelika Miklova_Barbora
Linette_Magda Aksu_Ayla
Crescenzi_Giulia Kostyuk_Marta
Capurro_Martina Berberovic_Nefisa
Cepelova_Jana Guo_Hanyu
Bozovic_Alexandra Glushko_Lina
Albie_Audrey Giovine_Claudia
Avdeeva_Julia Belgraver_Julie
Webley-Smith_Emily Djakovic_Mihaela
Benoit_Marie Lee_Hua-Chen
Fourlis_Jaimee Cakarevic_Sara
Piter_Katarzyna Fita_Angela
Gambogi_Sara Friedsam_Anna-Lena
Cheong_Naomi Kozyreva_Maria
Leonard_Manon Jovic_Jovana
Townsend_Taylor Jaruskova_Timea
Oosterhout_Erica Chang_Kai-chen
Dulgheru_Alexandra Hayashi_Erina
Klincov_Bojana Krueger_Ashlyn
Lorenzo_Francesca Kanev_Kathleen
Yang_Yidi Scott_Katrina
Masarova_Rebeka Keller_Nadine
Brengle_Madison Strakhova_Valeriya
Reyngold_Ekaterina Zhao_Carol
Liang_En-shuo Celik_Susanne
Al-Nabhani_Fatma Fett_Jana
Samsonova_Ludmilla Semenistaja_Darja
Hosogi_Sakura Vikhlyantseva_Natalia
Marshall_Amber Kaji_Haruka
Arcangioli_Manon Zheng_Qinwen
Rouvroy_Margaux Inglis_Maddison
Cabaj_Jacqueline Dinu_Cristina
Delai_Melania Sonmez_Zeynep
Paszek_Tamira Silva_Eden
Stefanini_Lucrezia Yi_Hong
Bakhmutkina_Polina Jakupovic_Dalila
Saigo_Yukina Yang_Zhaoxuan
Desperrier_Gaelle Montgomery_Robin
Amanmuradova_Akgul Kerber_Angelique
Watson_Heather Pera_Bernarda
Lapko_Vera Mutavdzic_Matilda
Vangelova_Ani Desai_Zeel
Failla_Jessica Ng_Taylor
Kuzmova_Viktoria Tilbuerger_Jantje
Burrage_Jodie Radwanska_Urszula
Rutlauka_Sabine Stevanovic_Natalija
Arcidiacono_Federica Murray_Samantha
Sebov_Katherine Scholl_Chiara
Gatica_Barbara Badosa_Paula
Carreras_Amanda Raggi_Angelica
Subhash_Natasha Kolzer_Romy
Branstine_Carson Eikeri_Ulrikke
Rosca_Andreea Hontama_Mai
Korpatsch_Tamara Bencic_Belinda
Gamiz_Andrea Ozeki_Michika
Gaspar_Ioana Ibbou_Ines
Tomljanovic_Ajla Hogenkamp_Richel
Vesnina_Elena Bojovic_Jana
Linette_Magda Isaeva_Anhzelika
Crescenzi_Giulia Capurro_Martina
Bozovic_Alexandra Cepelova_Jana
Avdeeva_Julia Albie_Audrey
Benoit_Marie Webley-Smith_Emily
Piter_Katarzyna Fourlis_Jaimee
Cheong_Naomi Gambogi_Sara
Leonard_Manon Townsend_Taylor
Oosterhout_Erica Dulgheru_Alexandra
Lorenzo_Francesca Klincov_Bojana
Yang_Yidi Masarova_Rebeka
Reyngold_Ekaterina Brengle_Madison
Al-Nabhani_Fatma Liang_En-shuo
Hosogi_Sakura Samsonova_Ludmilla
Arcangioli_Manon Marshall_Amber
Cabaj_Jacqueline Rouvroy_Margaux
Paszek_Tamira Delai_Melania
Stefanini_Lucrezia Bakhmutkina_Polina
Saigo_Yukina Desperrier_Gaelle
Amanmuradova_Akgul Watson_Heather
Lapko_Vera Vangelova_Ani
Kuzmova_Viktoria Failla_Jessica
Burrage_Jodie Rutlauka_Sabine
Arcidiacono_Federica Sebov_Katherine
Gatica_Barbara Carreras_Amanda
Subhash_Natasha Branstine_Carson
Rosca_Andreea Korpatsch_Tamara
Gamiz_Andrea Gaspar_Ioana
Vesnina_Elena Tomljanovic_Ajla
Crescenzi_Giulia Linette_Magda
Avdeeva_Julia Bozovic_Alexandra
Piter_Katarzyna Benoit_Marie
Leonard_Manon Cheong_Naomi
Lorenzo_Francesca Oosterhout_Erica
Reyngold_Ekaterina Yang_Yidi
Hosogi_Sakura Al-Nabhani_Fatma
Cabaj_Jacqueline Arcangioli_Manon
Paszek_Tamira Stefanini_Lucrezia
Saigo_Yukina Amanmuradova_Akgul
Kuzmova_Viktoria Lapko_Vera
Burrage_Jodie Arcidiacono_Federica
Subhash_Natasha Gatica_Barbara
Rosca_Andreea Gamiz_Andrea
Vesnina_Elena Crescenzi_Giulia
Avdeeva_Julia Piter_Katarzyna
Lorenzo_Francesca Leonard_Manon
Reyngold_Ekaterina Hosogi_Sakura
Paszek_Tamira Cabaj_Jacqueline
Saigo_Yukina Kuzmova_Viktoria
Burrage_Jodie Subhash_Natasha
Rosca_Andreea Vesnina_Elena
Lorenzo_Francesca Avdeeva_Julia
Paszek_Tamira Reyngold_Ekaterina
Burrage_Jodie Saigo_Yukina
Lorenzo_Francesca Rosca_Andreea
Paszek_Tamira Burrage_Jodie
Paszek_Tamira Lorenzo_Francesca
enregistrement_tournoi Paris 2020
Fahey_Katharine Riera_Julia
Lukas_Tena Hu_Victoria
Vroome_Indy Brancaccio_Nuria
Desperrier_Gaelle Armitano_Mathilde
Maria_Tatjana Curovic_Tamara
Pigato_Lisa Kozaki_Funa
Gamiz_Andrea Trevisan_Martina
Birrell_Kimberly Cengiz_Berfu
Zhu_Lin Kimmelmann_Julia
Fourlis_Jaimee Shymanovich_Iryna
Lazaro_Andrea Glushko_Julia
Droguet_Aubane Jaruskova_Timea
Cakarevic_Sara Hibi_Mayo
Ivanova_Dasha Kostyuk_Marta
Akugue_Noma Prisacariu_Andreea
Stamatova_Julia Gatto-Monticone_Giulia
Skamlova_Chantal Spiteri_Dalila
Guillermo_Lorraine Mertens_Elise
Bolkvadze_Mariam Zimmermann_Kimberley
Hertel_Anna Kulikova_Anastasia
Perez_Ellen Khazaniuk_Deniz
Gaspar_Ioana Milatova_Sofia
Bouzkova_Marie Bacsinszky_Timea
Tan_Harmony Failla_Jessica
Dodin_Oceane Tsurenko_Lesia
Meri_Eszter Silva_Eden
Saner_Julita Yang_Zhaoxuan
Sofia_Ana Bellis_Catherine
Bara_Irina Feng_Shuo
Gambogi_Sara Falconi_Irina
Mladenovic_Kristina Hennemann_Caijsa
Vangelova_Ani Sekulic_Sarah-Rebecca
Doroshina_Olga Palkina_Ksenia
Hradecka_Lucie Vandeweghe_CoCo
Tkacheva_Mariia Ruppert_Lena
Shinikova_Isabella Chanta_Aunchisa
Blinkova_Anna Taylor_Gabriella
Woolcock_Belinda Bektas_Emina
Whittle_Sophia Hanatani_Nagi
Kilnarova_Monica Raina_Ankita
Mishina_Daria Hon_Priscilla
Salkova_Dominika Mcadoo_Rasheeda
Inoue_Hina Cadar_Elena-teodora
Brantmeier_Reese Rutlauka_Sabine
Hives_Zoe Adler_Lou
Keller_Nadine Potapova_Anastasia
Arseneault_Ariana Sebov_Katherine
Yadav_Mihika Caregaro_Martina
Ramirez_Evita Halbauer_Elizabeth
Granwehr_Alina Hsu_Chieh-yu
Snigur_Daria Fanning_Emily
Dentoni_Corinna Brito_Fernanda
Scott_Katrina Inglis_Maddison
Kolodziejova_Miriam Andreeva_Erika
Plazas_Jessica Arakawa_Haruna
Karatantcheva_Sesil CvetkoviC_Tina
Komardina_Anastasiya Liu_Chang
Cristian_Jaqueline Rakhimova_Kamilla
Bencheikh_Loudmilla Bouzas_Jessica
Makarova_Ekaterina Lantigua_Ana
Christie_Freya Aiava_Destanee
Mateas_Maria Jang_Su-Jeong
Avdeeva_Julia Chlpac_Agustina
Rogers_Shelby Montez_Pamela
Lukas_Tena Fahey_Katharine
Desperrier_Gaelle Vroome_Indy
Pigato_Lisa Maria_Tatjana
Gamiz_Andrea Birrell_Kimberly
Zhu_Lin Fourlis_Jaimee
Lazaro_Andrea Droguet_Aubane
Cakarevic_Sara Ivanova_Dasha
Stamatova_Julia Akugue_Noma
Skamlova_Chantal Guillermo_Lorraine
Hertel_Anna Bolkvadze_Mariam
Gaspar_Ioana Perez_Ellen
Bouzkova_Marie Tan_Harmony
Dodin_Oceane Meri_Eszter
Saner_Julita Sofia_Ana
Bara_Irina Gambogi_Sara
Mladenovic_Kristina Vangelova_Ani
Hradecka_Lucie Doroshina_Olga
Shinikova_Isabella Tkacheva_Mariia
Blinkova_Anna Woolcock_Belinda
Whittle_Sophia Kilnarova_Monica
Salkova_Dominika Mishina_Daria
Inoue_Hina Brantmeier_Reese
Keller_Nadine Hives_Zoe
Arseneault_Ariana Yadav_Mihika
Granwehr_Alina Ramirez_Evita
Snigur_Daria Dentoni_Corinna
Kolodziejova_Miriam Scott_Katrina
Karatantcheva_Sesil Plazas_Jessica
Cristian_Jaqueline Komardina_Anastasiya
Bencheikh_Loudmilla Makarova_Ekaterina
Christie_Freya Mateas_Maria
Avdeeva_Julia Rogers_Shelby
Lukas_Tena Desperrier_Gaelle
Pigato_Lisa Gamiz_Andrea
Zhu_Lin Lazaro_Andrea
Stamatova_Julia Cakarevic_Sara
Skamlova_Chantal Hertel_Anna
Gaspar_Ioana Bouzkova_Marie
Saner_Julita Dodin_Oceane
Bara_Irina Mladenovic_Kristina
Hradecka_Lucie Shinikova_Isabella
Blinkova_Anna Whittle_Sophia
Salkova_Dominika Inoue_Hina
Arseneault_Ariana Keller_Nadine
Snigur_Daria Granwehr_Alina
Karatantcheva_Sesil Kolodziejova_Miriam
Bencheikh_Loudmilla Cristian_Jaqueline
Avdeeva_Julia Christie_Freya
Pigato_Lisa Lukas_Tena
Stamatova_Julia Zhu_Lin
Skamlova_Chantal Gaspar_Ioana
Saner_Julita Bara_Irina
Blinkova_Anna Hradecka_Lucie
Salkova_Dominika Arseneault_Ariana
Karatantcheva_Sesil Snigur_Daria
Bencheikh_Loudmilla Avdeeva_Julia
Stamatova_Julia Pigato_Lisa
Skamlova_Chantal Saner_Julita
Blinkova_Anna Salkova_Dominika
Karatantcheva_Sesil Bencheikh_Loudmilla
Stamatova_Julia Skamlova_Chantal
Blinkova_Anna Karatantcheva_Sesil
Stamatova_Julia Blinkova_Anna
enregistrement_tournoi Londres 2020
Miklova_Barbora Ng_Taylor
ozgen_Pemra Elie_Jennifer
Milatova_Sofia Dentoni_Corinna
Ivanova_Dasha Garcia_Caroline
Kalinskaya_Anna Herrmann_Sina
Tang_Qianhui Armitano_Mathilde
Matsuda_Misaki Mitu_Andreea
Hibi_Mayo Davis_Emma
Wurth_Tara Bassols_Marina
Partaud_Marine Hives_Zoe
Ruzic_Antonia Saigo_Yukina
Dagan_Mika Van_Chanelle
Pellicano_Helene Bouchard_Eugenie
Webley-Smith_Emily Bhatia_Riya
Cepede_Veronica Bucsa_Cristina
Lemoine_Quirine Arango_Emiliana
Orpana_Oona Fahey_Katharine
Ma_Shuyue Ekani_Irys
Schoofs_Bibiane Boisson_Lois
MarcinkeviCa_Diana Ghitescu_Andreea
Scilipoti_Sebastianna Van_Alison
Kania_Paula Lottner_Antonia
Gadient_Nicole Woo_Yeon
Falkner_Ziva Arakawa_Haruna
Karatantcheva_Sesil Kang_Jiaqi
Shusharina_Maria Yuan_Chengyiyi
Navarro_Emma Bouzo_Noelia
Andreeva_Erika Day_Kayla
Curovic_Tamara Fett_Jana
Orange_Margaux Gabric_Anna
Desperrier_Gaelle Karunaratne_Adithya
BreCkova_Nikola Kerber_Angelique
Park_Sohyun Paolini_Jasmine
Ramirez_Evita Anshba_Amina
Abe_Hiromi Buzarnescu_Mihaela
Scholsen_Helene Hesse_Amandine
Hourigan_Paige Flink_Varvara
Gillan_Alice Lourdes_Maria
Rosca_Christina Burrage_Jodie
Luca_Reka Brouleau_Lou
Samavati_Sofia Kovapitukted_Punnin
Lindh_Emilie Herdzelas_Dea
Antonitsch_Mira Mattek-Sands_Bethanie
Abanda_Françoise Whittle_Sophia
Yerolymos_Margot Zhao_Carol
Ortenzi_Jazmin Sakkari_Maria
Zimmermann_Kimberley Yadav_Mihika
You_Xiaodi Black_Hurricane
Glatch_Alexa Bandecchi_Susan
Saigo_Rina Cengiz_Berfu
Radwanska_Urszula Lee_Gabriela
Paulina_Maria Silva_Eden
Chaudhari_Vaidehi Han_Jiangxue
Hayashi_Erina Kasatkina_Daria
Gabueva_Angelina Glushko_Lina
Zidansek_Tamara Sato_Himari
Han_Xinyun Ruffer_Lena
Cristian_Jaqueline Mateas_Maria
Fung_Stacey Pulchartova_Laetitia
Bayerlova_Michaela Siegemund_Laura
Williams_Serena Peterson_Rebecca
Tanaka_Yuuki Cabaj_Jacqueline
Ukolova_Anna Adler_Lou
Ghioroaie_Ylona-Georgiana Sizikova_Yana
ozgen_Pemra Miklova_Barbora
Ivanova_Dasha Milatova_Sofia
Tang_Qianhui Kalinskaya_Anna
Matsuda_Misaki Hibi_Mayo
Partaud_Marine Wurth_Tara
Ruzic_Antonia Dagan_Mika
Pellicano_Helene Webley-Smith_Emily
Lemoine_Quirine Cepede_Veronica
Orpana_Oona Ma_Shuyue
Schoofs_Bibiane MarcinkeviCa_Diana
Kania_Paula Scilipoti_Sebastianna
Gadient_Nicole Falkner_Ziva
Shusharina_Maria Karatantcheva_Sesil
Andreeva_Erika Navarro_Emma
Orange_Margaux Curovic_Tamara
Desperrier_Gaelle BreCkova_Nikola
Park_Sohyun Ramirez_Evita
Abe_Hiromi Scholsen_Helene
Gillan_Alice Hourigan_Paige
Luca_Reka Rosca_Christina
Samavati_Sofia Lindh_Emilie
Antonitsch_Mira Abanda_Françoise
Yerolymos_Margot Ortenzi_Jazmin
You_Xiaodi Zimmermann_Kimberley
Saigo_Rina Glatch_Alexa
Paulina_Maria Radwanska_Urszula
Hayashi_Erina Chaudhari_Vaidehi
Zidansek_Tamara Gabueva_Angelina
Cristian_Jaqueline Han_Xinyun
Bayerlova_Michaela Fung_Stacey
Williams_Serena Tanaka_Yuuki
Ghioroaie_Ylona-Georgiana Ukolova_Anna
ozgen_Pemra Ivanova_Dasha
Matsuda_Misaki Tang_Qianhui
Ruzic_Antonia Partaud_Marine
Lemoine_Quirine Pellicano_Helene
Orpana_Oona Schoofs_Bibiane
Gadient_Nicole Kania_Paula
Andreeva_Erika Shusharina_Maria
Desperrier_Gaelle Orange_Margaux
Abe_Hiromi Park_Sohyun
Gillan_Alice Luca_Reka
Samavati_Sofia Antonitsch_Mira
Yerolymos_Margot You_Xiaodi
Saigo_Rina Paulina_Maria
Zidansek_Tamara Hayashi_Erina
Cristian_Jaqueline Bayerlova_Michaela
Ghioroaie_Ylona-Georgiana Williams_Serena
ozgen_Pemra Matsuda_Misaki
Ruzic_Antonia Lemoine_Quirine
Orpana_Oona Gadient_Nicole
Andreeva_Erika Desperrier_Gaelle
Abe_Hiromi Gillan_Alice
Yerolymos_Margot Samavati_Sofia
Saigo_Rina Zidansek_Tamara
Ghioroaie_Ylona-Georgiana Cristian_Jaqueline
Ruzic_Antonia ozgen_Pemra
Andreeva_Erika Orpana_Oona
Abe_Hiromi Yerolymos_Margot
Ghioroaie_Ylona-Georgiana Saigo_Rina
Andreeva_Erika Ruzic_Antonia
Ghioroaie_Ylona-Georgiana Abe_Hiromi
Ghioroaie_Ylona-Georgiana Andreeva_Erika
enregistrement_tournoi New-York 2020
Berankova_Karolina Aksu_Ayla
Juhaszova_Vivien Kania_Paula
Bojovic_Jana Wurth_Tara
Yadav_Mihika Fernandez_Leylah
Chikaraishi_Yui Choi_Ji-hee
Cavalle-Reimers_Yvonne Liu_Chang
Chang_Han-na Thandi_Karman
Krueger_Ashlyn Carrillo_Alba
Abduraimova_Nigina McHale_Christina
Graham_Alexa Inoue_Hina
Murray_Samantha Jorge_Matilde
Romeo_Caroline Ryser_Valentina
Lindh_Emilie Bacsinszky_Timea
Stosur_Samantha Hsieh_Su-wei
Dentoni_Corinna Sorribes_Sara
Bartunkova_Nikola Namigata_Junri
Uchijima_Moyuka Makarova_Ekaterina
Shapatava_Sofia Bogdan_Ana
Da_Gabriella Birrell_Kimberly
Chaudhari_Vaidehi Kalita_Anhelina
Cadar_Elena-teodora Gamarra_Ingrid
Spiteri_Dalila Ruppert_Lena
Reasco_Mell Radwanska_Urszula
Naya_Guillermina Paquet_Chloe
Hennemann_Caijsa Adler_Lou
Fita_Angela Gonzalez_Montserrat
Ghitescu_Andreea Alves_Carolina
Plipuech_Peangtarn Dartron_emeline
Li_Ann Kanepi_Kaia
Orpana_Oona Garland_Joanna
Salden_Lara Hon_Priscilla
Cirstea_Sorana Kuzmova_Katarina
Jaruskova_Timea Stadler_Nina
Ng_Taylor Radisic_Nika
Samir_Sandra Pachkaleva_Taisya
Lantigua_Ana Rouvroy_Margaux
Bhunu_Valeria Gabueva_Angelina
Harrison_Catherine Stamatova_Julia
Bihan_Kelia You_Xiaodi
Podoroska_Nadia Marand_Sanaz
Monnet_Carole Jimenez_Victoria
Dart_Harriet Garcia_Caroline
Puig_Monica Tauson_Clara
Sugnaux_Tess Kubareva_Anna
Haddad_Beatriz Chanta_Aunchisa
Gadient_Nicole Lukas_Tena
Beth_Sarah Bencheikh_Loudmilla
Hsu_Chieh-yu Hobgarski_Katharina
Guo_Meiqi Snigur_Daria
Tomova_Viktoriya Osaka_Naomi
Spigarelli_Martina Kladivova_Aneta
Fahey_Katharine Sanesi_Gaia
Ma_Ye-Xin Albie_Audrey
Lorenzo_Francesca Nefedova_Anastasia
Ferrando_Cristiana Colmegna_Martina
Delai_Melania Carreras_Amanda
