definir_nombre_tournois 10
Webley-Smith_Emily Seibold_Emily
Sutjiadi_Aldila Weedon_Andrea
McNally_Catherine Doi_Misaki
Demidova_Diana Bernardi_Clothilde 
Raina_Ankita Kolzer_Romy
Dalakishvili_Mariam Olmos_Giuliana
Shibahara_Ena Kozyreva_Maria
Webley-Smith_Emily Sutjiadi_Aldila
McNally_Catherine Demidova_Diana
Raina_Ankita Dalakishvili_Mariam
Shibahara_Ena Webley-Smith_Emily
McNally_Catherine Raina_Ankita
Shibahara_Ena McNally_Catherine
affichage_joueuses_tournoi Londres 2019
enregistrement_tournoi New-York 2019
Scholsen_Helene Dalakishvili_Mariam
Bernardi_Clothilde  Korpatsch_Tamara
Jorge_Matilde Zarycka_Anastasia
Morderger_Yana Atucha_Ainhoa
Bondarenko_Maria Fett_Jana
Seibold_Emily Kolodziejova_Miriam
Hosonuma_Chisa Cakarevic_Sara
Werner_Caroline Akita_Shiho
Bechri_Chiraz Milatova_Sofia
Barnett_Alicia Klincov_Bojana
Koval_Vlada Prati_Federica
Muntean_Victoria Arshinkova_Petia
Arseneault_Ariana Kuzmova_Katarina
Glushko_Lina Yuan_Chengyiyi
Haddad_Beatriz Cadar_Elena-teodora
Ignatik_Alexandra Bayerlova_Michaela
Oz_Ipek Zuger_Joanne
Satralova_Denisa Chong_Eudice
Bihan_Kelia Georges_Myrtille
Schader_Laura Dulgheru_Alexandra
Shimizu_Ayano Ivanova_Dasha
Stojanovic_Nina Waltert_Simona
Morgina_Anna Kovinic_Danka
Guo_Hanyu Gorgodze_Ekaterine
Bencic_Belinda Lacasse_Raphaelle
Tauson_Clara Belgraver_Julie
Paoletti_Matilde Grymalska_Anastasia
Ganz_Fiona Chang_Han-na
Duerst_Jenny Kerber_Angelique
Kvitova_Petra Evtimova_Dia
Chwalinska_Maja Mateas_Maria
Karatancheva_Lia Yamaguchi_Mei
Stollar_Fanny Baptiste_Hailey
Han_Jiangxue Sonmez_Zeynep
Jorge_Francisca Navarro_Emma
Berankova_Karolina Bolton_Elysia
Cavalle-Reimers_Yvonne Giuseppe_Martina 
Duan_Yingying Kuwata_Hiroko
Thandi_Karman Falkner_Ziva
Cako_Jacqueline Lee_Ya-Hsuan
Giavara_Haley Hibi_Mayo
Min_Grace Hsu_Chieh-yu
Sekulic_Sarah-Rebecca Stefani_Luisa
Zantedeschi_Aurora Oliynykova_Oleksandra
Perrin_Conny Kawa_Katarzyna
Inoue_Miyabi Papamichail_Despina
Lahey_Ashley Ostapenko_Jeļena
Keller_Nadine Samudio_Antonia
Grammatikopoulou_Valentini Glatch_Alexa
Vismane_Daniela Guo_Meiqi
Cengiz_Berfu Viertler_Marion
Da_Gabriella Ccuno_Romina
Wang_Meiling Mintegi_Ane
Martincova_Tereza Azarenka_Victoria
Paquet_Chloe Laskutova_Ksenia
Molinaro_Eleonora Naya_Guillermina
Koshiishi_Ayumi Fiquet_Tiphanie
Reami_Adriana Stadler_Nina
Rushiti_Arlinda Chikaraishi_Yui
Lao_Danielle Grabher_Julia
Loeb_Jamie Murray_Samantha
Sanchez_Maria Kinard_Tori
Guo_Shanshan Luikham_Jennifer
Dema_Viktoriia Diyas_Zarina
Bernardi_Clothilde  Scholsen_Helene
Morderger_Yana Jorge_Matilde
Seibold_Emily Bondarenko_Maria
Hosonuma_Chisa Werner_Caroline
Bechri_Chiraz Barnett_Alicia
Koval_Vlada Muntean_Victoria
Glushko_Lina Arseneault_Ariana
Ignatik_Alexandra Haddad_Beatriz
Satralova_Denisa Oz_Ipek
Bihan_Kelia Schader_Laura
Shimizu_Ayano Stojanovic_Nina
Morgina_Anna Guo_Hanyu
Tauson_Clara Bencic_Belinda
Ganz_Fiona Paoletti_Matilde
Duerst_Jenny Kvitova_Petra
Chwalinska_Maja Karatancheva_Lia
Han_Jiangxue Stollar_Fanny
Berankova_Karolina Jorge_Francisca
Cavalle-Reimers_Yvonne Duan_Yingying
Thandi_Karman Cako_Jacqueline
Giavara_Haley Min_Grace
Sekulic_Sarah-Rebecca Zantedeschi_Aurora
Perrin_Conny Inoue_Miyabi
Lahey_Ashley Keller_Nadine
Grammatikopoulou_Valentini Vismane_Daniela
Cengiz_Berfu Da_Gabriella
Wang_Meiling Martincova_Tereza
Molinaro_Eleonora Paquet_Chloe
Reami_Adriana Koshiishi_Ayumi
Lao_Danielle Rushiti_Arlinda
Loeb_Jamie Sanchez_Maria
Guo_Shanshan Dema_Viktoriia
Bernardi_Clothilde  Morderger_Yana
Hosonuma_Chisa Seibold_Emily
Koval_Vlada Bechri_Chiraz
Ignatik_Alexandra Glushko_Lina
Satralova_Denisa Bihan_Kelia
Shimizu_Ayano Morgina_Anna
Ganz_Fiona Tauson_Clara
Chwalinska_Maja Duerst_Jenny
Han_Jiangxue Berankova_Karolina
Thandi_Karman Cavalle-Reimers_Yvonne
Sekulic_Sarah-Rebecca Giavara_Haley
Perrin_Conny Lahey_Ashley
Grammatikopoulou_Valentini Cengiz_Berfu
Molinaro_Eleonora Wang_Meiling
Lao_Danielle Reami_Adriana
Loeb_Jamie Guo_Shanshan
Hosonuma_Chisa Bernardi_Clothilde 
Koval_Vlada Ignatik_Alexandra
Satralova_Denisa Shimizu_Ayano
Chwalinska_Maja Ganz_Fiona
Thandi_Karman Han_Jiangxue
Perrin_Conny Sekulic_Sarah-Rebecca
Molinaro_Eleonora Grammatikopoulou_Valentini
Lao_Danielle Loeb_Jamie
Hosonuma_Chisa Koval_Vlada
Chwalinska_Maja Satralova_Denisa
Thandi_Karman Perrin_Conny
Lao_Danielle Molinaro_Eleonora
Chwalinska_Maja Hosonuma_Chisa
Thandi_Karman Lao_Danielle
Chwalinska_Maja Thandi_Karman
enregistrement_tournoi Melbourne 2020
Zawadzka_Joanna Lemoine_Quirine
Robbe_Alice Martic_Petra
HoraCkova_Gabriela Muramatsu_Chihiro
Klasen_Anna Whittle_Sophia
Sakkari_Maria Juhaszova_Vivien
Kanapatskaya_Viktoriya Celik_Susanne
Malmqvist_Linnea Strycova_Barbora
Bayerlova_Michaela Dunne_Katy
Ferrando_Cristiana Desai_Zeel
Lansere_Sofya Aksu_Ayla
Potapova_Anastasia Ekani_Irys
Georgeta_Oana Chirico_Louisa
Spigarelli_Martina Ryser_Valentina
Bhatia_Riya Tomic_Sara
Stewart_Katerina Riera_Julia
Swiatek_Iga Moore_Tara
Pliskova_Karolina Kalieva_Elvina
Berberovic_Nefisa Marcinko_Petra
You_Xiaodi Montgomery_Robin
Klincov_Bojana Jaruskova_Timea
Cherubini_Diletta Collins_Danielle
Komardina_Anastasiya Mattek-Sands_Bethanie
Morgina_Anna Garland_Joanna
Bouchard_Eugenie Brengle_Madison
Bonaventure_Ysaline Muhammad_Asia
Sugnaux_Tess Yang_Yidi
Morvayova_Viktoria Kozyreva_Maria
Garcia_Georgina Sutjiadi_Aldila
Puig_Monica Bihan_Kelia
Inoue_Hina Maria_Tatjana
Ponchet_Jessika Birrell_Kimberly
Gjorcheska_Lina Osaka_Mari
Dart_Harriet Douglas_Ellie
Soboleva_Anastasiya Pera_Bernarda
Szabanin_Natalia Khazaniuk_Deniz
Kasatkina_Daria Glushko_Julia
Lacasse_Raphaelle Han_Xinyun
Helmi_Olga Payola_Julia
Rossi_Federica Lopatetska_Daria
Markova_Johana Sato_Himari
Kulambayeva_Zhibek Raducanu_Emma
Zavatska_Katarina Chernyshova_Maryna
Saez_Olga Ninomiya_Makoto
Yadlapalli_Pranjala Arakawa_Haruna
Astakhova_Darya Bandecchi_Susan
Mihalikova_Tereza Ganga_Eugenia
Herrmann_Sina Andreeva_Erika
Gadecki_Olivia Manasse_Maegan
Ccuno_Romina Abe_Hiromi
Gerlach_Katharina Jang_Su-Jeong
Ezzat_Yasmin Fung_Stacey
Stosur_Samantha Alves_Carolina
Sabalenka_Aryna Zidansek_Tamara
Vondrousova_Marketa Giavara_Haley
Fernanda_Maria Grabher_Julia
Stokke_Melanie Ayukawa_Mana
Sharma_Astra Bassols_Marina
Myers_Abbie Avanesyan_Elina
Inglis_Maddison Navarro_Emma
Ueda_Ramu Stearns_Peyton
Pulchartova_Laetitia Romeo_Caroline
Ramirez_Evita Chang_Sophie
Cepede_Veronica Ivanova_Dasha
Gao_Xinyu Hesse_Amandine
Robbe_Alice Zawadzka_Joanna
Klasen_Anna HoraCkova_Gabriela
Kanapatskaya_Viktoriya Sakkari_Maria
Malmqvist_Linnea Bayerlova_Michaela
Lansere_Sofya Ferrando_Cristiana
Georgeta_Oana Potapova_Anastasia
Bhatia_Riya Spigarelli_Martina
Swiatek_Iga Stewart_Katerina
Pliskova_Karolina Berberovic_Nefisa
Klincov_Bojana You_Xiaodi
Cherubini_Diletta Komardina_Anastasiya
Morgina_Anna Bouchard_Eugenie
Bonaventure_Ysaline Sugnaux_Tess
Garcia_Georgina Morvayova_Viktoria
Puig_Monica Inoue_Hina
Ponchet_Jessika Gjorcheska_Lina
Soboleva_Anastasiya Dart_Harriet
Kasatkina_Daria Szabanin_Natalia
Helmi_Olga Lacasse_Raphaelle
Markova_Johana Rossi_Federica
Zavatska_Katarina Kulambayeva_Zhibek
Yadlapalli_Pranjala Saez_Olga
Astakhova_Darya Mihalikova_Tereza
Gadecki_Olivia Herrmann_Sina
Gerlach_Katharina Ccuno_Romina
Ezzat_Yasmin Stosur_Samantha
Vondrousova_Marketa Sabalenka_Aryna
Stokke_Melanie Fernanda_Maria
Sharma_Astra Myers_Abbie
Inglis_Maddison Ueda_Ramu
Ramirez_Evita Pulchartova_Laetitia
Gao_Xinyu Cepede_Veronica
Klasen_Anna Robbe_Alice
Malmqvist_Linnea Kanapatskaya_Viktoriya
Georgeta_Oana Lansere_Sofya
Bhatia_Riya Swiatek_Iga
Klincov_Bojana Pliskova_Karolina
Cherubini_Diletta Morgina_Anna
Bonaventure_Ysaline Garcia_Georgina
Puig_Monica Ponchet_Jessika
Soboleva_Anastasiya Kasatkina_Daria
Markova_Johana Helmi_Olga
Yadlapalli_Pranjala Zavatska_Katarina
Gadecki_Olivia Astakhova_Darya
Gerlach_Katharina Ezzat_Yasmin
Stokke_Melanie Vondrousova_Marketa
Inglis_Maddison Sharma_Astra
Gao_Xinyu Ramirez_Evita
Klasen_Anna Malmqvist_Linnea
Georgeta_Oana Bhatia_Riya
Klincov_Bojana Cherubini_Diletta
Puig_Monica Bonaventure_Ysaline
Markova_Johana Soboleva_Anastasiya
Yadlapalli_Pranjala Gadecki_Olivia
Stokke_Melanie Gerlach_Katharina
Gao_Xinyu Inglis_Maddison
Georgeta_Oana Klasen_Anna
Puig_Monica Klincov_Bojana
Yadlapalli_Pranjala Markova_Johana
Gao_Xinyu Stokke_Melanie
Georgeta_Oana Puig_Monica
Gao_Xinyu Yadlapalli_Pranjala
Gao_Xinyu Georgeta_Oana
enregistrement_tournoi Paris 2020
Fossa_Nicole Gambogi_Sara
Danilovic_Olga Cao_Siqi
Vismane_Daniela Svitolina_Elina
Boskovic_Lea Saigo_Rina
Smitkova_Tereza Bogdan_Ana
Serban_Raluca Zolotareva_Anastasia
Ene_Cristina Hives_Zoe
Reasco_Mell Fernanda_Maria
Collins_Danielle Kalita_Anhelina
Manasse_Maegan Montgomery_Robin
Leykina_Polina Friedsam_Anna-Lena
Hon_Priscilla Brancaccio_Nuria
Eraydin_Basak Raina_Ankita
Jorge_Francisca Lodikova_Daria
Arruabarrena_Lara Hanatani_Nagi
Wang_Xiyu Benoit_Marie
Salvi_Linda Linette_Magda
Laboutkova_Aneta Berberovic_Nefisa
Aiava_Destanee Lottner_Antonia
Diatchenko_Vitalia Osborne_Alexandra
Pliskova_Kristyna Cheong_Naomi
Lee_Pei-chi Teichmann_Jil
Delai_Melania Yuan_Yue
Bernardi_Clothilde  Raggi_Angelica
Kawa_Katarzyna Putintseva_Yulia
Dentoni_Corinna Monroy_Yuliana
Cako_Jacqueline Ostapenko_Jeļena
Cortez_Lucia Paquet_Chloe
Cabrera_Lizette Krunic_Aleksandra
Lu_Jiaxi Branstine_Carson
Hartono_Arianne Jacquemot_Elsa
Lacasse_Raphaelle Garcia_Georgina
Cavalle-Reimers_Yvonne Scott_Katrina
Zeballos_Noelia Kolodynska_Jana
Falconi_Irina Bejenaru_Karola
Bouzas_Jessica Demidova_Diana
Gavrila_Oana Ezzat_Yasmin
Haddad_Beatriz Ostlund_Fanny
Avanesyan_Elina Vishnevskaya_Ekaterina
Bhatia_Riya Morderger_Yana
Barnett_Alicia Stojanovic_Nina
Wagner_Stephanie Desai_Zeel
Reyngold_Ekaterina Colling_Solymar
Saner_Julita Chang_Han-na
Tomanova_Nikola Ramirez_Evita
Stearns_Peyton Anshba_Amina
Barthel_Mona Sekulic_Sarah-Rebecca
Fanning_Emily Mandlik_Elizabeth
Ianchuk_Olga Dinu_Cristina
Muramatsu_Chihiro Bandecchi_Susan
Ma_Ye-Xin Dulgheru_Alexandra
Nefedova_Anastasia Milatova_Sofia
Burel_Clara Lorenzo_Francesca
Ganga_Eugenia Jandakate_Chompoothip
Kolzer_Romy Black_Hurricane
Chang_Kai-chen Flipkens_Kirsten
Soboleva_Anastasiya Portillo_Maria
Topalova_Gergana Ma_Shuyue
Pavlyuchenkova_Anastasia Karolina_Anna
Kanev_Kathleen Amiraghyan_Ani
Kvitova_Petra Ryser_Valentina
Kim_Da-bin Kaji_Haruka
Shimizu_Ayano Errani_Sara
Rey_Alba Noel_Alexa
Fossa_Nicole Danilovic_Olga
Vismane_Daniela Boskovic_Lea
Serban_Raluca Smitkova_Tereza
Ene_Cristina Reasco_Mell
Collins_Danielle Manasse_Maegan
Leykina_Polina Hon_Priscilla
Eraydin_Basak Jorge_Francisca
Wang_Xiyu Arruabarrena_Lara
Laboutkova_Aneta Salvi_Linda
Aiava_Destanee Diatchenko_Vitalia
Pliskova_Kristyna Lee_Pei-chi
Delai_Melania Bernardi_Clothilde 
Kawa_Katarzyna Dentoni_Corinna
Cako_Jacqueline Cortez_Lucia
Lu_Jiaxi Cabrera_Lizette
Lacasse_Raphaelle Hartono_Arianne
Cavalle-Reimers_Yvonne Zeballos_Noelia
Bouzas_Jessica Falconi_Irina
Haddad_Beatriz Gavrila_Oana
Avanesyan_Elina Bhatia_Riya
Wagner_Stephanie Barnett_Alicia
Reyngold_Ekaterina Saner_Julita
Tomanova_Nikola Stearns_Peyton
Barthel_Mona Fanning_Emily
Ianchuk_Olga Muramatsu_Chihiro
Nefedova_Anastasia Ma_Ye-Xin
Burel_Clara Ganga_Eugenia
Chang_Kai-chen Kolzer_Romy
Soboleva_Anastasiya Topalova_Gergana
Kanev_Kathleen Pavlyuchenkova_Anastasia
Kim_Da-bin Kvitova_Petra
Rey_Alba Shimizu_Ayano
Vismane_Daniela Fossa_Nicole
Serban_Raluca Ene_Cristina
Leykina_Polina Collins_Danielle
Eraydin_Basak Wang_Xiyu
Laboutkova_Aneta Aiava_Destanee
Delai_Melania Pliskova_Kristyna
Cako_Jacqueline Kawa_Katarzyna
Lacasse_Raphaelle Lu_Jiaxi
Cavalle-Reimers_Yvonne Bouzas_Jessica
Haddad_Beatriz Avanesyan_Elina
Reyngold_Ekaterina Wagner_Stephanie
Tomanova_Nikola Barthel_Mona
Nefedova_Anastasia Ianchuk_Olga
Chang_Kai-chen Burel_Clara
Kanev_Kathleen Soboleva_Anastasiya
Kim_Da-bin Rey_Alba
Vismane_Daniela Serban_Raluca
Eraydin_Basak Leykina_Polina
Delai_Melania Laboutkova_Aneta
Cako_Jacqueline Lacasse_Raphaelle
Haddad_Beatriz Cavalle-Reimers_Yvonne
Reyngold_Ekaterina Tomanova_Nikola
Nefedova_Anastasia Chang_Kai-chen
Kim_Da-bin Kanev_Kathleen
Eraydin_Basak Vismane_Daniela
Delai_Melania Cako_Jacqueline
Reyngold_Ekaterina Haddad_Beatriz
Nefedova_Anastasia Kim_Da-bin
Eraydin_Basak Delai_Melania
Reyngold_Ekaterina Nefedova_Anastasia
Eraydin_Basak Reyngold_Ekaterina
affichage_joueuses_tournoi Paris 2020
enregistrement_tournoi Londres 2020
Namigata_Junri Zolotareva_Anastasia
Atucha_Ainhoa Portillo_Maria
Sherif_Mayar Bains_Naiktha
Gasparyan_Margarita Badosa_Paula
Partaud_Marine Andreeva_Erika
Dabrowski_Gabriela Bhunu_Valeria
Makarova_Ekaterina Tilbuerger_Jantje
Wachaczyk_Julia Routliffe_Erin
Hobgarski_Katharina Molinaro_Eleonora
Grammatikopoulou_Valentini Benoit_Marie
Muntean_Victoria Mihalikova_Tereza
Kulikova_Anastasia Giavara_Haley
Minnen_Greet Aikawa_Mayuka
Cheong_Naomi Parazinskaite_Akvile
Martincova_Tereza Koval_Vlada
Brodsky_Gail Georgeta_Oana
Palkina_Ksenia Korpatsch_Tamara
Chang_Han-na Soboleva_Anastasiya
Mrdeza_Tereza Zanevska_Maryna
Yadav_Mihika Zhang_Yuxuan
Zlochova_Zuzana Primorac_Iva
Guillermo_Lorraine Kawamura_Mana
Chong_Eudice Bolsova_Aliona
Contreras_Fernanda Rey_Alba
Capurro_Martina Dmitrichenko_Yekaterina
Caregaro_Martina Desai_Zeel
Carreras_Amanda Fanning_Emily
Hosogi_Sakura Sama_Sathwika
Shibahara_Ena Vicens_Rosa
Bara_Irina Craciun_Georgia
Chavatipon_Charlotte Wagner_Stephanie
Puig_Monica Gamiz_Andrea
Flink_Varvara Burger_Cindy
Kinard_Tori Giorgi_Camila
Diyas_Zarina Delai_Melania
Hozumi_Eri Osaka_Mari
Demidova_Diana Stearns_Peyton
Fruhvirtova_Linda Siegemund_Laura
Duval_Victoria Yadlapalli_Pranjala
Monnet_Carole Wang_Qiang
Aksu_Ayla Bandecchi_Susan
Keller_Nadine Cao_Siqi
Ostapenko_Jeļena Brancaccio_Nuria
Gonzalez_Montserrat Sun_Xuliu
Bektas_Emina Juhaszova_Vivien
Luikham_Jennifer Kulambayeva_Zhibek
Orange_Margaux Simmonds_Chanel
Kudermetova_Veronika Scholsen_Helene
Kazionova_Ekaterina Minokoshi_Mai
Ivanova_Dasha Avanesyan_Elina
Dema_Viktoriia Kenin_Sofia
Grymalska_Anastasia Ganga_Eugenia
Stephens_Sloane Lemoine_Quirine
Arcidiacono_Federica Tan_Harmony
Hsu_Chieh-yu Milatova_Sofia
Detiuc_Anastasia Begu_Irina-Camelia
CvetkoviC_Tina sramkova_Rebecca
Okuno_Ayaka Tanaka_Yuuki
Broady_Naomi Scott_Katrina
Taylor_Gabriella Hsieh_Su-wei
Vangelova_Ani Martic_Petra
Pliskova_Karolina Abduraimova_Nigina
Parry_Diane Granwehr_Alina
McNally_Catherine Cako_Jacqueline
Namigata_Junri Atucha_Ainhoa
Sherif_Mayar Gasparyan_Margarita
Dabrowski_Gabriela Partaud_Marine
Wachaczyk_Julia Makarova_Ekaterina
Hobgarski_Katharina Grammatikopoulou_Valentini
Muntean_Victoria Kulikova_Anastasia
Minnen_Greet Cheong_Naomi
Martincova_Tereza Brodsky_Gail
Palkina_Ksenia Chang_Han-na
Yadav_Mihika Mrdeza_Tereza
Zlochova_Zuzana Guillermo_Lorraine
Chong_Eudice Contreras_Fernanda
Capurro_Martina Caregaro_Martina
Hosogi_Sakura Carreras_Amanda
Shibahara_Ena Bara_Irina
Puig_Monica Chavatipon_Charlotte
Flink_Varvara Kinard_Tori
Hozumi_Eri Diyas_Zarina
Fruhvirtova_Linda Demidova_Diana
Monnet_Carole Duval_Victoria
Aksu_Ayla Keller_Nadine
Gonzalez_Montserrat Ostapenko_Jeļena
Luikham_Jennifer Bektas_Emina
Orange_Margaux Kudermetova_Veronika
Ivanova_Dasha Kazionova_Ekaterina
Grymalska_Anastasia Dema_Viktoriia
Stephens_Sloane Arcidiacono_Federica
Hsu_Chieh-yu Detiuc_Anastasia
Okuno_Ayaka CvetkoviC_Tina
Broady_Naomi Taylor_Gabriella
Vangelova_Ani Pliskova_Karolina
McNally_Catherine Parry_Diane
Namigata_Junri Sherif_Mayar
Dabrowski_Gabriela Wachaczyk_Julia
Hobgarski_Katharina Muntean_Victoria
Minnen_Greet Martincova_Tereza
Yadav_Mihika Palkina_Ksenia
Zlochova_Zuzana Chong_Eudice
Hosogi_Sakura Capurro_Martina
Shibahara_Ena Puig_Monica
Hozumi_Eri Flink_Varvara
Fruhvirtova_Linda Monnet_Carole
Aksu_Ayla Gonzalez_Montserrat
Luikham_Jennifer Orange_Margaux
Grymalska_Anastasia Ivanova_Dasha
Stephens_Sloane Hsu_Chieh-yu
Okuno_Ayaka Broady_Naomi
McNally_Catherine Vangelova_Ani
Namigata_Junri Dabrowski_Gabriela
Minnen_Greet Hobgarski_Katharina
Yadav_Mihika Zlochova_Zuzana
Hosogi_Sakura Shibahara_Ena
Hozumi_Eri Fruhvirtova_Linda
Aksu_Ayla Luikham_Jennifer
Stephens_Sloane Grymalska_Anastasia
Okuno_Ayaka McNally_Catherine
Minnen_Greet Namigata_Junri
Hosogi_Sakura Yadav_Mihika
Aksu_Ayla Hozumi_Eri
Okuno_Ayaka Stephens_Sloane
Minnen_Greet Hosogi_Sakura
Okuno_Ayaka Aksu_Ayla
Okuno_Ayaka Minnen_Greet
affichage_joueuses_tournoi Londres 2020
enregistrement_tournoi New-York 2020
Amiraghyan_Ani Suvrijn_Jade
Ryser_Valentina Rodionova_Arina
Avanesyan_Elina Wargnier_Lucie
Burel_Clara Gaspar_Ioana
Kajuru_Ange Kempen_Magali
Da_Gabriella Malmqvist_Linnea
Reasco_Mell Murray_Samantha
Pigato_Lisa Vanlangendonck_Eliessa
Minokoshi_Mai Osborne_Alexandra
Lavino_Irene Kolodziejova_Miriam
Zarycka_Anastasia Bavisetti_Sowjanya
Martic_Petra Zakharova_Anastasia
Cadar_Elena-teodora Strakhova_Valeriya
Tilbuerger_Jantje Talbi_Shalimar
Gamarra_Ingrid Korpatsch_Tamara
Siedliska_Natalia Pironkova_Tsvetana
PantuCkova_Magdalena Arseneault_Ariana
Gasanova_Anastasia Mintegi_Ane
Ortenzi_Jazmin Bereznyak_Shelly
Sawangkaew_Mananchaya Cepelova_Jana
Pellicano_Helene Zolotareva_Anastasia
Zavatska_Katarina Guillermo_Lorraine
Badosa_Paula Hewitt_Dalayna
Bektas_Emina Gatica_Barbara
Bosio_Victoria Radisic_Nika
Cherubini_Diletta Drahota_Dorka
Bucsa_Cristina Catini_Chiara
Kanev_Kathleen Grymalska_Anastasia
Helmi_Olga Wagner_Stephanie
Luikham_Jennifer Zarazua_Renata
Lopatetska_Daria Giovine_Claudia
Miyazaki_Yuriko Chong_Eudice
Konjuh_Ana Sakatsume_Himeno
Glushko_Lina Evtimova_Dia
Sama_Sathwika Schoofs_Bibiane
Semenistaja_Darja Kuznetsova_Svetlana
Ostapenko_Jeļena Albie_Audrey
Chernyshova_Maryna Abanda_Françoise
Halep_Simona Ivakhnenko_Valentyna
Bara_Irina Kinard_Tori
Yamaguchi_Mei Rakhimova_Kamilla
Husaric_Anita Ce_Gabriela
Cisovska_Romana Vogele_Stefanie
Arcidiacono_Federica Boulter_Katie
Swan_Katie Radwanska_Urszula
Ianchuk_Olga Lukas_Tena
Maitane_Usue Townsend_Taylor
Maria_Tatjana Rus_Arantxa
