definir_nombre_tournois 4
Eraydin_Basak Hogenkamp_Richel
MarcinkeviCa_Diana Chiesa_Deborah
Giavara_Haley Fernandez_Leylah
Siegemund_Laura Bouzo_Noelia
Sanz-Llaneza_Almudena Failla_Jessica
Visscher_Stephanie Ce_Gabriela
Saner_Julita Duerst_Jenny
Naito_Yuki Molinaro_Eleonora
Hodzic_Mina Colmegna_Martina
Zhang_Ying Kawamura_Mana
Hartono_Arianne Rodriguez_Victoria
Ponomar_Lisa Bonaventure_Ysaline
Sakatsume_Himeno Curovic_Tamara
Lansere_Sofya Waltert_Simona
Jang_Su-Jeong McHale_Christina
Thandi_Karman Zheng_Wushuang
Sarra_Federica Putintseva_Yulia
Kontaveit_Anett Swan_Katie
Badosa_Paula Seguel_Daniela
Aiava_Destanee Carrillo_Alba
Bilardo_Federica Bhunu_Valeria
Osuigwe_Whitney Eala_Alexandra
Cabrera_Lizette Kudermetova_Veronika
Inglis_Maddison Appleton_Emily
Shalimova_Ekaterina Andrianjafitrimo_Tessah
Detiuc_Anastasia Ruzic_Antonia
Hirata_Ayumi Suarez_Carla
Hourigan_Paige Maria_Patricia
Korpatsch_Tamara Dulgheru_Alexandra
MarcinkeviCa_Diana Eraydin_Basak
Giavara_Haley Siegemund_Laura
Sanz-Llaneza_Almudena Visscher_Stephanie
Naito_Yuki Saner_Julita
Hodzic_Mina Zhang_Ying
Ponomar_Lisa Hartono_Arianne
Sakatsume_Himeno Lansere_Sofya
Jang_Su-Jeong Thandi_Karman
Kontaveit_Anett Sarra_Federica
Badosa_Paula Aiava_Destanee
Osuigwe_Whitney Bilardo_Federica
Cabrera_Lizette Inglis_Maddison
Detiuc_Anastasia Shalimova_Ekaterina
Hourigan_Paige Hirata_Ayumi
Korpatsch_Tamara MarcinkeviCa_Diana
Giavara_Haley Sanz-Llaneza_Almudena
Hodzic_Mina Naito_Yuki
Ponomar_Lisa Sakatsume_Himeno
Kontaveit_Anett Jang_Su-Jeong
Badosa_Paula Osuigwe_Whitney
Cabrera_Lizette Detiuc_Anastasia
Hourigan_Paige Korpatsch_Tamara
Hodzic_Mina Giavara_Haley
Kontaveit_Anett Ponomar_Lisa
Badosa_Paula Cabrera_Lizette
Hodzic_Mina Hourigan_Paige
Kontaveit_Anett Badosa_Paula
Hodzic_Mina Kontaveit_Anett
afficher_classement
exit
